atc_code	atc_name	snomed_code	snomed_label	ddd	uom	adm_r	note
G02AB03	ergometrine	126071000	Ergometrine (substance)	0.2	mg	P	NA
G02AD01	dinoprost	387228004	Dinoprost (substance)	25	mg	P	NA
G02AD02	dinoprostone	387245009	Dinoprostone (substance)	0.5	mg	O	NA
G02AD02	dinoprostone	387245009	Dinoprostone (substance)	0.5	mg	V	NA
G02AD03	gemeprost	395729005	Gemeprost (substance)	1	mg	V	Single dose treatment
G02AD04	carboprost	373455002	Carboprost (substance)	2.5	mg	P	Single dose treatment
G02AD05	sulprostone	713461008	Sulprostone (substance)	0.5	mg	P	NA
G02AD06	misoprostol	387242007	Misoprostol (substance)	0.2	mg	O	NA
G02AD06	misoprostol	387242007	Misoprostol (substance)	0.2	mg	V	"vaginal insert, refers to the content of one vaginal insert"
G02CA01	ritodrine	372893009	Ritodrine (substance)	40	mg	O	NA
G02CA01	ritodrine	372893009	Ritodrine (substance)	40	mg	P	NA
G02CA02	buphenine	111140007	Nylidrin (substance)	30	mg	P	NA
G02CB01	bromocriptine	387039007	Bromocriptine (substance)	5	mg	O	NA
G02CB01	bromocriptine	387039007	Bromocriptine (substance)	5	mg	P	NA
G02CB02	lisuride	395770007	Lisuride (substance)	0.6	mg	O	NA
G02CB03	cabergoline	386979007	Cabergoline (substance)	0.5	mg	O	NA
G02CB04	quinagolide	395850005	Quinagolide (substance)	75	mcg	O	NA
G02CX01	atosiban	391792002	Atosiban (substance)	165	mg	P	NA
G03AC01	norethisterone	126102009	Norethisterone (substance)	2.5	mg	P	NA
G03AC06	medroxyprogesterone	126113007	Medroxyprogesterone (substance)	1.67	mg	P	NA
G03AC08	etonogestrel	396050000	Etonogestrel (substance)	68	mcg	s.c. implant	NA
G03AD01	levonorgestrel	126109000	Levonorgestrel (substance)	1.5	mg	O	NA
G03AD02	ulipristal	703249005	Ulipristal (substance)	30	mg	O	NA
G03BA01	fluoxymesterone	126125005	Fluoxymesterone (substance)	5	mg	O	NA
G03BA02	methyltestosterone	126161000	Methyltestosterone (substance)	25	mg	O	NA
G03BA03	testosterone	43688007	Testosterone (substance)	0.12	g	O	NA
G03BA03	testosterone	43688007	Testosterone (substance)	18	mg	P	NA
G03BA03	testosterone	43688007	Testosterone (substance)	0.12	g	R	NA
G03BA03	testosterone	43688007	Testosterone (substance)	60	mg	SL	NA
G03BA03	testosterone	43688007	Testosterone (substance)	50	mg	TD	gel
G03BA03	testosterone	43688007	Testosterone (substance)	3	mg	TD	NA
G03BB01	mesterolone	96346001	Mesterolone (substance)	50	mg	O	NA
G03CA01	ethinylestradiol	126097006	Ethinylestradiol (substance)	25	mcg	O	NA
G03CA03	estradiol	126172005	Estradiol (substance)	0.3	mg	N	NA
G03CA03	estradiol	126172005	Estradiol (substance)	2	mg	O	NA
G03CA03	estradiol	126172005	Estradiol (substance)	1	mg	P	depot short duration
G03CA03	estradiol	126172005	Estradiol (substance)	0.3	mg	P	depot long duration
G03CA03	estradiol	126172005	Estradiol (substance)	5	mg	R	NA
G03CA03	estradiol	126172005	Estradiol (substance)	50	mcg	TD	"patch, refer to amount delivered per 24 hours"
G03CA03	estradiol	126172005	Estradiol (substance)	1	mg	TD	gel
G03CA03	estradiol	126172005	Estradiol (substance)	1.53	mg	TD	spray
G03CA03	estradiol	126172005	Estradiol (substance)	25	mcg	V	NA
G03CA03	estradiol	126172005	Estradiol (substance)	7.5	mcg	V	"vaginal ring,  refers to amount delivered per 24 hours"
G03CA04	estriol	73723004	Estriol (substance)	2	mg	O	NA
G03CA04	estriol	73723004	Estriol (substance)	2	mg	P	NA
G03CA04	estriol	73723004	Estriol (substance)	0.2	mg	V	NA
G03CA06	chlorotrianisene	420464005	Chlorotrianisene (substance)	24	mg	O	NA
G03CA07	estrone	51775003	Estrone (substance)	1	mg	O	NA
G03CA57	conjugated estrogens	126098001	Conjugated estrogen (substance)	0.625	mg	O	NA
G03CA57	conjugated estrogens	126098001	Conjugated estrogen (substance)	0.625	mg	V	NA
G03CB01	dienestrol	126169003	Dienestrol (substance)	2.5	mg	O	NA
G03CB01	dienestrol	126169003	Dienestrol (substance)	0.2	mg	V	NA
G03CB02	diethylstilbestrol	396026002	Diethylstilbestrol (substance)	0.2	mg	O	NA
G03CB02	diethylstilbestrol	396026002	Diethylstilbestrol (substance)	1	mg	V	NA
G03CB03	methallenestril	126174006	Methallenestril (substance)	9	mg	O	NA
G03CX01	tibolone	395903002	Tibolone (substance)	2.5	mg	O	NA
G03DA01	gestonorone	395980001	Gestonorone (substance)	30	mg	P	NA
G03DA02	medroxyprogesterone	126113007	Medroxyprogesterone (substance)	5	mg	O	NA
G03DA02	medroxyprogesterone	126113007	Medroxyprogesterone (substance)	7	mg	P	NA
G03DA03	hydroxyprogesterone	126110005	Hydroxyprogesterone (substance)	10	mg	P	NA
G03DA04	progesterone	16683002	Progesterone (substance)	0.3	g	O	NA
G03DA04	progesterone	16683002	Progesterone (substance)	5	mg	P	NA
G03DA04	progesterone	16683002	Progesterone (substance)	0.2	g	R	NA
G03DA04	progesterone	16683002	Progesterone (substance)	90	mg	V	NA
G03DB01	dydrogesterone	126093005	Dydrogesterone (substance)	10	mg	O	NA
G03DB02	megestrol	126091007	Megestrol (substance)	5	mg	O	NA
G03DB08	dienogest	703097002	Dienogest (substance)	2	mg	O	NA
G03DC01	allylestrenol	391736002	Allylestrenol (substance)	10	mg	O	NA
G03DC02	norethisterone	126102009	Norethisterone (substance)	5	mg	O	NA
G03DC03	lynestrenol	419504002	Lynestrenol (substance)	5	mg	O	NA
G03DC04	ethisterone	126094004	Ethisterone (substance)	5	mg	O	NA
G03GA01	chorionic gonadotrophin	59433001	Human chorionic gonadotropin (substance)	250	U	P	NA
G03GA02	human menopausal gonadotrophin	8203003	Human menopausal gonadotropin (substance)	75	U	P	NA
G03GA04	urofollitropin	395920003	Urofollitropin (substance)	75	U	P	NA
G03GA05	follitropin alfa	395862009	Follitropin alfa (substance)	75	U	P	NA
G03GA06	follitropin beta	103028007	Follitropin beta (substance)	75	U	P	NA
G03GA07	lutropin alfa	415248001	Lutropin alfa (substance)	75	U	P	NA
G03GA08	choriogonadotropin alfa	129494006	Choriogonadotropin alfa (substance)	0.25	mg	P	NA
G03GA09	corifollitropin alfa	703830001	Corifollitropin alfa (substance)	0.15	mg	P	NA
G03GA10	follitropin delta	725743001	Follitropin delta (substance)	12	mcg	P	NA
G03GB01	cyclofenil	418997003	Cyclofenil (substance)	0.14	g	O	NA
G03GB02	clomifene	387166005	Clomifene (substance)	9	mg	O	NA
G03HA01	cyproterone	126119006	Cyproterone (substance)	0.1	g	O	NA
G03HA01	cyproterone	126119006	Cyproterone (substance)	0.1	g	P	NA
G03XA01	danazol	126124009	Danazol (substance)	0.6	g	O	NA
G03XA02	gestrinone	387589005	Gestrinone (substance)	0.7	mg	O	NA
G03XB01	mifepristone	395796009	Mifepristone (substance)	0.2	g	O	NA
G03XB02	ulipristal	703249005	Ulipristal (substance)	5	mg	O	NA
G03XC01	raloxifene	109029006	Raloxifene (substance)	60	mg	O	NA
G03XC02	bazedoxifene	440186005	Bazedoxifene (substance)	20	mg	O	NA
G03XX01	prasterone	78316004	Dehydroepiandrosterone (substance)	6.5	mg	V	NA
G04BA01	ammonium chloride	51366003	Ammonium chloride (substance)	8.5	g	O	NA
G04BD01	emepronium	421158004	Emepronium (substance)	0.5	g	O	NA
G04BD01	emepronium	421158004	Emepronium (substance)	75	mg	P	NA
G04BD02	flavoxate	372768002	Flavoxate (substance)	0.8	g	O	NA
G04BD04	oxybutynin	372717000	Oxybutynin (substance)	15	mg	O	NA
G04BD04	oxybutynin	372717000	Oxybutynin (substance)	3.9	mg	TD	NA
G04BD05	terodiline	417479000	Terodiline (substance)	50	mg	O	NA
G04BD06	propiverine	395997007	Propiverine (substance)	30	mg	O	NA
G04BD07	tolterodine	372570008	Tolterodine (substance)	4	mg	O	NA
G04BD08	solifenacin	407030007	Solifenacin (substance)	5	mg	O	NA
G04BD09	trospium	412604005	Trospium (substance)	40	mg	O	NA
G04BD10	darifenacin	416140008	Darifenacin (substance)	7.5	mg	O	NA
G04BD11	fesoterodine	432255001	Fesoterodine (substance)	4	mg	O	NA
G04BD12	mirabegron	703803006	Mirabegron (substance)	50	mg	O	NA
G04BE01	alprostadil	48988008	Alprostadil (substance)	20	mcg	P	NA
G04BE01	alprostadil	48988008	Alprostadil (substance)	0.25	mg	urethral	NA
G04BE03	sildenafil	372572000	Sildenafil (substance)	50	mg	O	NA
G04BE04	yohimbine	73407000	Yohimbine (substance)	15	mg	O	NA
G04BE07	apomorphine	387375001	Apomorphine (substance)	2	mg	SL	NA
G04BE08	tadalafil	407111005	Tadalafil (substance)	10	mg	O	NA
G04BE09	vardenafil	404858007	Vardenafil (substance)	10	mg	O	NA
G04BE10	avanafil	703956007	Avanafil (substance)	0.1	g	O	NA
G04BX01	magnesium hydroxide	387337001	Magnesium hydroxide (substance)	0.5	g	O	NA
G04BX03	acetohydroxamic acid	387426003	Acetohydroxamic acid (substance)	0.75	g	O	NA
G04BX06	phenazopyridine	15785009	Phenazopyridine (substance)	0.6	g	O	NA
G04BX12	phenyl salicylate	255898006	Phenyl salicylate (substance)	2	g	O	NA
G04BX14	dapoxetine	702794006	Dapoxetine (substance)	30	mg	O	NA
G04BX15	pentosan polysulfate sodium	109117004	Pentosan polysulfate sodium (substance)	0.3	g	O	NA
G04BX16	tiopronin	109106000	Tiopronin (substance)	0.8	g	O	NA
G04CA01	alfuzosin	395954002	Alfuzosin (substance)	7.5	mg	O	NA
G04CA02	tamsulosin	372509005	Tamsulosin (substance)	0.4	mg	O	NA
G04CA03	terazosin	387068008	Terazosin (substance)	5	mg	O	NA
G04CA04	silodosin	442042006	Silodosin (substance)	8	mg	O	NA
G04CB01	finasteride	386963006	Finasteride (substance)	5	mg	O	NA
G04CB02	dutasteride	385572003	Dutasteride (substance)	0.5	mg	O	NA
H01AA01	corticotropin	40789008	Adrenocorticotropic hormone (substance)	25	U	P	NA
H01AA02	tetracosactide	96363002	Tetracosactide (substance)	0.25	mg	P	NA
H01AB01	thyrotropin alfa	412520006	Thyrotropin alfa (substance)	0.9	mg	P	NA
H01AC01	somatropin	395883003	Somatropin (substance)	2	U	P	NA
H01AC03	mecasermin	418157000	Mecasermin (substance)	2	mg	P	NA
H01AX01	pegvisomant	409201000	Pegvisomant (substance)	10	mg	P	NA
H01BA02	desmopressin	126189002	Desmopressin (substance)	25	mcg	N	NA
H01BA02	desmopressin	126189002	Desmopressin (substance)	0.4	mg	O	NA
H01BA02	desmopressin	126189002	Desmopressin (substance)	4	mcg	P	NA
H01BA02	desmopressin	126189002	Desmopressin (substance)	0.24	mg	SL	base
H01BA03	lypressin	418230009	Lypressin (substance)	20	U	N	NA
H01BA03	lypressin	418230009	Lypressin (substance)	20	U	P	NA
H01BA04	terlipressin	395899009	Terlipressin (substance)	12	mg	P	NA
H01BA05	ornipressin	703839000	Ornipressin (substance)	5	U	P	NA
H01BB02	oxytocin	112115002	Oxytocin (substance)	15	U	N	NA
H01BB02	oxytocin	112115002	Oxytocin (substance)	200	U	O	NA
H01BB02	oxytocin	112115002	Oxytocin (substance)	15	U	P	NA
H01BB03	carbetocin	425003007	Carbetocin (substance)	0.1	mg	P	NA
H01CA02	nafarelin	109046009	Nafarelin (substance)	0.4	mg	N	NA
H01CB01	somatostatin	49722008	Somatostatin (substance)	6	mg	P	NA
H01CB02	octreotide	109053000	Octreotide (substance)	0.7	mg	P	NA
H01CB03	lanreotide	395765000	Lanreotide (substance)	3	mg	P	NA
H01CB05	pasireotide	704266003	Pasireotide (substance)	1.2	mg	P	NA
H01CC01	ganirelix	395728002	Ganirelix (substance)	0.25	mg	P	NA
H01CC02	cetrorelix	395906005	Cetrorelix (substance)	0.25	mg	P	NA
H02AA02	fludrocortisone	116586002	Fludrocortisone (substance)	0.1	mg	O	NA
H02AA03	desoxycortone	1336006	Deoxycortone (substance)	5	mg	O	NA
H02AA03	desoxycortone	1336006	Deoxycortone (substance)	5	mg	P	NA
H02AB01	betamethasone	116571008	Betamethasone (substance)	1.5	mg	O	NA
H02AB01	betamethasone	116571008	Betamethasone (substance)	1.5	mg	P	NA
H02AB01	betamethasone	116571008	Betamethasone (substance)	0.4	mg	P	depot
H02AB02	dexamethasone	372584003	Dexamethasone (substance)	1.5	mg	O	NA
H02AB02	dexamethasone	372584003	Dexamethasone (substance)	1.5	mg	P	NA
H02AB03	fluocortolone	396061008	Fluocortolone (substance)	10	mg	O	NA
H02AB04	methylprednisolone	116593003	Methylprednisolone (substance)	7.5	mg	O	NA
H02AB04	methylprednisolone	116593003	Methylprednisolone (substance)	20	mg	P	NA
H02AB05	paramethasone	116604005	Paramethasone (substance)	4	mg	O	NA
H02AB05	paramethasone	116604005	Paramethasone (substance)	4	mg	P	NA
H02AB06	prednisolone	116601002	Prednisolone (substance)	10	mg	O	NA
H02AB06	prednisolone	116601002	Prednisolone (substance)	10	mg	P	NA
H02AB07	prednisone	116602009	Prednisone (substance)	10	mg	O	NA
H02AB08	triamcinolone	116594009	Triamcinolone (substance)	7.5	mg	O	NA
H02AB08	triamcinolone	116594009	Triamcinolone (substance)	7.5	mg	P	NA
H02AB09	hydrocortisone	396458002	Hydrocortisone (substance)	30	mg	O	NA
H02AB09	hydrocortisone	396458002	Hydrocortisone (substance)	30	mg	P	NA
H02AB10	cortisone	32498003	Cortisone (substance)	37.5	mg	O	NA
H02AB10	cortisone	32498003	Cortisone (substance)	37.5	mg	P	NA
H02AB12	rimexolone	387046003	Rimexolone (substance)	20	mg	P	intraarticular
H02AB13	deflazacort	396012006	Deflazacort (substance)	15	mg	O	NA
H02CA01	trilostane	387134000	Trilostane (substance)	0.36	g	O	NA
H03AA01	levothyroxine sodium	126202002	Levothyroxine sodium (substance)	0.15	mg	O	NA
H03AA01	levothyroxine sodium	126202002	Levothyroxine sodium (substance)	0.15	mg	P	NA
H03AA02	liothyronine sodium	126204001	Liothyronine sodium (substance)	60	mcg	O	NA
H03AA02	liothyronine sodium	126204001	Liothyronine sodium (substance)	60	mcg	P	NA
H03BA01	methylthiouracil	387356006	Methylthiouracil (substance)	0.1	g	O	NA
H03BA02	propylthiouracil	387203007	Propylthiouracil (substance)	0.1	g	O	NA
H03BB01	carbimazole	395831005	Carbimazole (substance)	15	mg	O	NA
H03BB02	thiamazole	428162000	Thiazole (substance)	10	mg	O	NA
H04AA01	glucagon	66603002	Glucagon (substance)	3	mg	N	NA
H04AA01	glucagon	66603002	Glucagon (substance)	1	mg	P	NA
H05AA02	teriparatide	425438001	Teriparatide (substance)	20	mcg	P	NA
H05AA03	parathyroid hormone	4076007	Intact parathyroid hormone (substance)	0.1	mg	P	NA
H05BA01	calcitonin (salmon synthetic)	713394005	Synthetic salmon calcitonin (substance)	200	U	N	NA
H05BA01	calcitonin (salmon synthetic)	713394005	Synthetic salmon calcitonin (substance)	100	U	P	NA
H05BA02	calcitonin (pork natural)	415137000	Porcine calcitonin (substance)	100	U	P	NA
H05BA03	calcitonin (human synthetic)	127383000	Human calcitonin (substance)	100	U	P	NA
H05BX01	cinacalcet	409392004	Cinacalcet (substance)	60	mg	O	NA
H05BX02	paricalcitol	108946001	Paricalcitol (substance)	2	mcg	O	NA
H05BX02	paricalcitol	108946001	Paricalcitol (substance)	2	mcg	P	NA
H05BX04	etelcalcetide	723539000	Etelcalcetide (substance)	2.1	mg	P	NA
H05BX05	calcifediol	259337002	Calcifediol (substance)	30	mcg	O	NA
J01AA01	demeclocycline	372779007	Demeclocycline (substance)	0.6	g	O	NA
J01AA02	doxycycline	372478003	Doxycycline (substance)	0.1	g	O	NA
J01AA02	doxycycline	372478003	Doxycycline (substance)	0.1	g	P	NA
J01AA03	chlortetracycline	373509001	Chlortetracycline (substance)	1	g	O	NA
J01AA04	lymecycline	387548007	Lymecycline (substance)	0.6	g	O	NA
J01AA04	lymecycline	387548007	Lymecycline (substance)	0.6	g	P	NA
J01AA05	metacycline	373527003	Metacycline (substance)	0.6	g	O	NA
J01AA06	oxytetracycline	372675006	Oxytetracycline (substance)	1	g	O	NA
J01AA06	oxytetracycline	372675006	Oxytetracycline (substance)	1	g	P	NA
J01AA07	tetracycline	372809001	Tetracycline (substance)	1	g	O	NA
J01AA07	tetracycline	372809001	Tetracycline (substance)	1	g	P	NA
J01AA08	minocycline	372653009	Minocycline (substance)	0.2	g	O	NA
J01AA08	minocycline	372653009	Minocycline (substance)	0.2	g	P	NA
J01AA09	rolitetracycline	96076003	Rolitetracycline (substance)	0.35	g	P	NA
J01AA11	clomocycline	419950007	Clomocycline (substance)	1	g	O	NA
J01AA12	tigecycline	418313005	Tigecycline (substance)	0.1	g	P	NA
J01AA14	sarecycline	781643008	Sarecycline (substance)	0.1	g	O	NA
J01AA15	omadacycline	781644002	Omadacycline (substance)	0.3	g	O	NA
J01AA15	omadacycline	781644002	Omadacycline (substance)	0.1	g	P	NA
J01BA01	chloramphenicol	372777009	Chloramphenicol (substance)	3	g	O	NA
J01BA01	chloramphenicol	372777009	Chloramphenicol (substance)	3	g	P	NA
J01BA02	thiamphenicol	363552000	Thiamphenicol (substance)	1.5	g	O	NA
J01BA02	thiamphenicol	363552000	Thiamphenicol (substance)	1.5	g	P	NA
J01CA01	ampicillin	387170002	Ampicillin (substance)	2	g	O	NA
J01CA01	ampicillin	387170002	Ampicillin (substance)	6	g	P	NA
J01CA01	ampicillin	387170002	Ampicillin (substance)	2	g	R	NA
J01CA02	pivampicillin	387545005	Pivampicillin (substance)	1.05	g	O	NA
J01CA03	carbenicillin	372713001	Carbenicillin (substance)	12	g	P	NA
J01CA04	amoxicillin	372687004	Amoxicillin (substance)	1.5	g	O	NA
J01CA04	amoxicillin	372687004	Amoxicillin (substance)	3	g	P	NA
J01CA05	carindacillin	63188000	Carbenicillin indanyl sodium (substance)	4	g	O	NA
J01CA06	bacampicillin	372865005	Bacampicillin (substance)	1.2	g	O	NA
J01CA07	epicillin	34983009	Epicillin (substance)	2	g	O	NA
J01CA07	epicillin	34983009	Epicillin (substance)	2	g	P	NA
J01CA08	pivmecillinam	387542008	Pivmecillinam (substance)	0.6	g	O	NA
J01CA09	azlocillin	387308000	Azlocillin (substance)	12	g	P	NA
J01CA10	mezlocillin	387446008	Mezlocillin (substance)	6	g	P	NA
J01CA11	mecillinam	387541001	Mecillinam (substance)	1.2	g	P	NA
J01CA12	piperacillin	372836004	Piperacillin (substance)	14	g	P	NA
J01CA13	ticarcillin	372577006	Ticarcillin (substance)	15	g	P	NA
J01CA15	talampicillin	387546006	Talampicillin (substance)	2	g	O	NA
J01CA17	temocillin	387543003	Temocillin (substance)	4	g	P	NA
J01CA18	hetacillin	37691005	Hetacillin (substance)	2	g	O	NA
J01CA19	aspoxicillin	372687004	Amoxicillin (substance)	4	g	P	NA
J01CE01	benzylpenicillin	323389000	Benzylpenicillin (substance)	3.6	g	P	NA
J01CE02	phenoxymethylpenicillin	372725003	Phenoxymethylpenicillin (substance)	2	g	O	NA
J01CE04	azidocillin	387308000	Azlocillin (substance)	1.5	g	O	NA
J01CE05	pheneticillin	387084009	Pheneticillin (substance)	1	g	O	NA
J01CE07	clometocillin	713466003	Clometocillin (substance)	1	g	O	NA
J01CE08	benzathine benzylpenicillin	75247008	Benzathine benzylpenicillin (substance)	3.6	g	P	Expressed as benzylpenicillin
J01CE09	procaine benzylpenicillin	387246005	Procaine benzylpenicillin (substance)	0.6	g	P	NA
J01CF01	dicloxacillin	372873001	Dicloxacillin (substance)	2	g	O	NA
J01CF01	dicloxacillin	372873001	Dicloxacillin (substance)	2	g	P	NA
J01CF02	cloxacillin	373276005	Cloxacillin (substance)	2	g	O	NA
J01CF02	cloxacillin	373276005	Cloxacillin (substance)	2	g	P	NA
J01CF03	meticillin	373515001	Meticillin (substance)	4	g	P	NA
J01CF04	oxacillin	372868007	Oxacillin (substance)	2	g	O	NA
J01CF04	oxacillin	372868007	Oxacillin (substance)	2	g	P	NA
J01CF05	flucloxacillin	387544009	Flucloxacillin (substance)	2	g	O	NA
J01CF05	flucloxacillin	387544009	Flucloxacillin (substance)	2	g	P	NA
J01CF06	nafcillin	372898000	Nafcillin (substance)	3	g	P	NA
J01CG01	sulbactam	96008003	Sulbactam (substance)	1	g	P	NA
J01CR04	sultamicillin	710202000	Sultamicillin (substance)	1.5	g	O	NA
J01DB01	cefalexin	387304003	Cefalexin (substance)	2	g	O	NA
J01DB02	cefaloridine	28588009	Cefaloridine (substance)	3	g	P	NA
J01DB03	cefalotin	387470007	Cefazolin (substance)	4	g	P	NA
J01DB04	cefazolin	387470007	Cefazolin (substance)	3	g	P	NA
J01DB05	cefadroxil	372651006	Cefadroxil (substance)	2	g	O	NA
J01DB07	cefatrizine	96056009	Cefatrizine (substance)	1	g	O	NA
J01DB08	cefapirin	87303007	Cefapirin (substance)	4	g	P	NA
J01DB09	cefradine	58018009	Cevadine (substance)	2	g	O	NA
J01DB09	cefradine	58018009	Cevadine (substance)	2	g	P	NA
J01DC01	cefoxitin	372780005	Cefoxitin (substance)	6	g	P	NA
J01DC02	cefuroxime	372833007	Cefuroxime (substance)	0.5	g	O	NA
J01DC02	cefuroxime	372833007	Cefuroxime (substance)	3	g	P	NA
J01DC03	cefamandole	372801003	Cefamandole (substance)	6	g	P	NA
J01DC04	cefaclor	387270009	Cefaclor (substance)	1	g	O	NA
J01DC05	cefotetan	13585009	Cefotetan (substance)	4	g	P	NA
J01DC06	cefonicid	58343005	Cefonicid (substance)	1	g	P	NA
J01DC07	cefotiam	421700007	Cefotiam (substance)	1.2	g	O	NA
J01DC07	cefotiam	421700007	Cefotiam (substance)	4	g	P	NA
J01DC08	loracarbef	96061006	Loracarbef (substance)	0.6	g	O	NA
J01DC09	cefmetazole	96059002	Cefmetazole (substance)	4	g	P	NA
J01DC10	cefprozil	387538005	Cefprozil (substance)	1	g	O	NA
J01DC11	ceforanide	1668008	Ceforanide (substance)	4	g	P	NA
J01DC12	cefminox	698875003	Cefminox (substance)	4	g	P	NA
J01DC13	cefbuperazone	372743004	Cefoperazone (substance)	2	g	P	NA
J01DD01	cefotaxime	372704003	Cefotaxime (substance)	4	g	P	NA
J01DD02	ceftazidime	387200005	Ceftazidime (substance)	4	g	P	NA
J01DD03	cefsulodin	387537000	Cefsulodin (substance)	4	g	P	NA
J01DD04	ceftriaxone	372670001	Ceftriaxone (substance)	2	g	P	NA
J01DD06	latamoxef	387099009	Latamoxef (substance)	4	g	P	NA
J01DD07	ceftizoxime	372770006	Ceftizoxime (substance)	4	g	P	NA
J01DD08	cefixime	387536009	Cefixime (substance)	0.4	g	O	NA
J01DD09	cefodizime	387539002	Cefodizime (substance)	2	g	P	NA
J01DD10	cefetamet	443045001	Cefetamet (substance)	1	g	O	NA
J01DD12	cefoperazone	372743004	Cefoperazone (substance)	4	g	P	NA
J01DD13	cefpodoxime	387534007	Cefpodoxime (substance)	0.4	g	O	NA
J01DD14	ceftibuten	387535008	Ceftibuten (substance)	0.4	g	O	NA
J01DD15	cefdinir	108677001	Cefdinir (substance)	0.6	g	O	NA
J01DD16	cefditoren	708598002	Cefditoren (substance)	0.4	g	O	NA
J01DE01	cefepime	96048006	Cefepime (substance)	4	g	P	NA
J01DE02	cefpirome	387533001	Cefpirome (substance)	4	g	P	NA
J01DF01	aztreonam	387386004	Aztreonam (substance)	0.225	g	Inhal.solution	NA
J01DF01	aztreonam	387386004	Aztreonam (substance)	4	g	P	NA
J01DH02	meropenem	387540000	Meropenem (substance)	3	g	P	NA
J01DH03	ertapenem	396346003	Ertapenem (substance)	1	g	P	NA
J01DH04	doripenem	428352004	Doripenem (substance)	1.5	g	P	NA
J01DH05	biapenem	725572002	Biapenem (substance)	1.2	g	P	NA
J01DI01	ceftobiprole medocaril	734513003	Ceftobiprole medocaril (substance)	1.5	g	P	NA
J01DI02	ceftaroline fosamil	702415007	Ceftaroline fosamil (substance)	1.2	g	P	NA
J01DI03	faropenem	1162766006	Faropenem (substance)	0.75	g	O	NA
J01EA01	trimethoprim	387179001	Trimethoprim (substance)	0.4	g	O	NA
J01EA01	trimethoprim	387179001	Trimethoprim (substance)	0.4	g	P	NA
J01EB02	sulfamethizole	387389006	Sulfamethizole (substance)	4	g	O	NA
J01EB03	sulfadimidine	40036000	Sulfadimidine (substance)	4	g	O	NA
J01EB04	sulfapyridine	27082000	Sulfapyridine (substance)	1	g	O	NA
J01EB05	sulfafurazole	372858002	Sulfafurazole (substance)	4	g	O	NA
J01EB05	sulfafurazole	372858002	Sulfafurazole (substance)	4	g	P	NA
J01EB08	sulfathiourea	78959000	Sulfathiourea (substance)	6	g	O	NA
J01EC01	sulfamethoxazole	363528007	Sulfamethoxazole (substance)	2	g	O	NA
J01EC02	sulfadiazine	74523009	Sulfadiazine (substance)	0.6	g	O	NA
J01EC03	sulfamoxole	50848005	Sulfamoxole (substance)	1	g	O	NA
J01EC03	sulfamoxole	50848005	Sulfamoxole (substance)	1	g	P	NA
J01ED01	sulfadimethoxine	387279005	Sulfadimethoxine (substance)	0.5	g	O	NA
J01ED02	sulfalene	395890008	Sulfalene (substance)	0.1	g	O	NA
J01ED04	sulfametoxydiazine	16106007	Sulfametoxydiazine (substance)	0.5	g	O	NA
J01ED05	sulfamethoxypyridazine	420382009	Sulfamethoxypyridazine (substance)	0.5	g	O	NA
J01ED07	sulfamerazine	5767002	Sulfamerazine (substance)	3	g	O	NA
J01ED08	sulfaphenazole	51569009	Sulfaphenazole (substance)	1	g	O	NA
J01FA01	erythromycin	372694001	Erythromycin (substance)	1	g	O	NA
J01FA01	erythromycin	372694001	Erythromycin (substance)	2	g	O	erythromycin ethylsuccinate tablets
J01FA01	erythromycin	372694001	Erythromycin (substance)	1	g	P	NA
J01FA02	spiramycin	387163002	Spiramycin (substance)	3	g	O	NA
J01FA03	midecamycin	703378009	Midecamycin (substance)	1.2	g	O	NA
J01FA03	midecamycin	703378009	Midecamycin (substance)	1	g	P	NA
J01FA05	oleandomycin	41332001	Oleandomycin (substance)	1	g	O	NA
J01FA06	roxithromycin	96037004	Roxithromycin (substance)	0.3	g	O	NA
J01FA07	josamycin	713477009	Josamycin (substance)	2	g	O	NA
J01FA08	troleandomycin	64130008	Troleandomycin (substance)	1	g	O	NA
J01FA09	clarithromycin	387487009	Clarithromycin (substance)	0.5	g	O	NA
J01FA09	clarithromycin	387487009	Clarithromycin (substance)	1	g	P	NA
J01FA10	azithromycin	387531004	Azithromycin (substance)	0.3	g	O	NA
J01FA10	azithromycin	387531004	Azithromycin (substance)	0.5	g	P	NA
J01FA11	miocamycin	703378009	Midecamycin (substance)	1.2	g	O	NA
J01FA13	dirithromycin	96035007	Dirithromycin (substance)	0.5	g	O	NA
J01FA15	telithromycin	410908003	Telithromycin (substance)	0.8	g	O	NA
J01FF01	clindamycin	372786004	Clindamycin (substance)	1.2	g	O	NA
J01FF01	clindamycin	372786004	Clindamycin (substance)	1.8	g	P	NA
J01FF02	lincomycin	372677003	Lincomycin (substance)	1.8	g	O	NA
J01FF02	lincomycin	372677003	Lincomycin (substance)	1.8	g	P	NA
J01GA01	streptomycin	387223008	Streptomycin (substance)	1	g	P	NA
J01GA02	streptoduocin	16915004	Streptozocin (substance)	1	g	P	NA
J01GB01	tobramycin	373548001	Tobramycin (substance)	0.112	g	Inhal.powder	NA
J01GB01	tobramycin	373548001	Tobramycin (substance)	0.3	g	Inhal.solution	NA
J01GB01	tobramycin	373548001	Tobramycin (substance)	0.24	g	P	NA
J01GB03	gentamicin	387321007	Gentamicin (substance)	0.24	g	P	NA
J01GB04	kanamycin	387396008	Kanamycin (substance)	1	g	P	NA
J01GB05	neomycin	373528008	Neomycin (substance)	1	g	O	NA
